Name	Set	ImageFile	Color	Cost	ConvertedCost	Type	Power	Toughness	Rarity	Text
Ajani Goldmane	2010	1	W	2WW	4	Planeswalker - Ajani	4		M	+1: You gain 2 life. -1: Put a +1/+1 counter on each creature you control. Those creatures gain vigilance until end of turn. -6: Put a white Avatar creature token onto the battlefield. It has "This creature's power and toughness are each equal to your lif
Angel's Mercy	2010	2	W	2WW	4	Instant			C	You gain 7 life.
Armored Ascension	2010	3	W	3W	4	Enchantment - Aura			U	Enchant creature Enchanted creature gets +1/+1 for each Plains you control and has flying.
Baneslayer Angel	2010	4	W	3WW	5	Creature - Angel	5	5	M	Flying, first strike, lifelink, protection from Demons and from Dragons
Blinding Mage	2010	5	W	1W	2	Creature - Human Wizard	1	2	C	{W}, {T}: Tap target creature.
Captain of the Watch	2010	6	W	4WW	6	Creature - Human Soldier	3	3	R	Vigilance (Attacking doesn't cause this creature to tap.) Other Soldier creatures you control get +1/+1 and have vigilance. When Captain of the Watch enters the battlefield, put three 1/1 white Soldier creature tokens onto the battlefield.
Celestial Purge	2010	7	W	1W	2	Instant			U	Exile target black or red permanent.
Divine Verdict	2010	8	W	3W	4	Instant			C	Destroy target attacking or blocking creature.
Elite Vanguard	2010	9	W	W	1	Creature - Human Soldier	2	1	U	
Excommunicate	2010	10	W	2W	3	Sorcery			C	Put target creature on top of its owner's library.
Glorious Charge	2010	11	W	1W	2	Instant			C	Creatures you control get +1/+1 until end of turn.
Griffin Sentinel	2010	12	W	2W	3	Creature - Griffin	1	3	C	Flying Vigilance (Attacking doesn't cause this creature to tap.)
Guardian Seraph	2010	13	W	2WW	4	Creature - Angel	3	4	R	Flying If a source an opponent controls would deal damage to you, prevent 1 of that damage.
Harm's Way	2010	14	W	W	1	Instant			U	The next 2 damage that a source of your choice would deal to you or a permanent you control this turn is dealt to target creature or player instead.
Holy Strength	2010	15	W	W	1	Enchantment - Aura			C	Enchant creature Enchanted creature gets +1/+2.
Honor of the Pure	2010	16	W	1W	2	Enchantment			R	White creatures you control get +1/+1.
Indestructibility	2010	17	W	3W	4	Enchantment - Aura			R	Enchant permanent Enchanted permanent is indestructible. (Effects that say "destroy" don't destroy that permanent. An indestructible creature can't be destroyed by damage.)
