Name	Set	ImageFile	Color	Cost	ConvertedCost	Type	Power	Toughness	Rarity	Text
Ajani Goldmane	2011	1	W	2WW	4	Planeswalker - Ajani	4		M	+1: You gain 2 life. -1: Put a +1/+1 counter on each creature you control. Those creatures gain vigilance until end of turn. -6: Put a white Avatar creature token onto the battlefield. It has "This creature's power and toughness are each equal to your life total."
Ajani's Mantra	2011	2	W	1W	2	Enchantment			C	At the beginning of your upkeep, you may gain 1 life.
Ajani's Pridemate	2011	3	W	1W	2	Creature - Cat Soldier	2	2	U	Whenever you gain life, you may put a +1/+1 counter on Ajani's Pridemate. (For example, if an effect causes you to gain 3 life, you may put one +1/+1 counter on this creature.)
Angelic Arbiter	2011	4	W	5WW	7	Creature - Angel	5	6	R	Flying Each opponent who cast a spell this turn can't attack with creatures. Each opponent who attacked with a creature this turn can't cast spells.
Armored Ascension	2011	5	W	3W	4	Enchantment - Aura			U	Enchant creature Enchanted creature gets +1/+1 for each Plains you control and has flying.
Assault Griffin	2011	6	W	3W	4	Creature - Griffin	3	2	C	Flying
Baneslayer Angel	2011	7	W	3WW	5	Creature - Angel	5	5	M	Flying, first strike, lifelink, protection from Demons and from Dragons
Blinding Mage	2011	8	W	1W	2	Creature - Human Wizard	1	2	C	{W}, {T}: Tap target creature.
Celestial Purge	2011	9	W	1W	2	Instant			U	Exile target black or red permanent.
Cloud Crusader	2011	10	W	2WW	4	Creature - Human Knight	2	3	C	Flying First strike (This creature deals combat damage before creatures without first strike.)
Condemn	2011	11	W	W	1	Instant			U	Put target attacking creature on the bottom of its owner's library. Its controller gains life equal to its toughness.
Day of Judgment	2011	12	W	2WW	4	Sorcery			R	Destroy all creatures.
Elite Vanguard	2011	13	W	W	1	Creature - Human Soldier	2	1	U	
Excommunicate	2011	14	W	2W	3	Sorcery			C	Put target creature on top of its owner's library.
Goldenglow Moth	2011	15	W	W	1	Creature - Insect	0	1	C	Flying Whenever Goldenglow Moth blocks, you may gain 4 life.
Holy Strength	2011	16	W	W	1	Enchantment - Aura			C	Enchant creature Enchanted creature gets +1/+2.
Honor of the Pure	2011	17	W	1W	2	Enchantment			R	White creatures you control get +1/+1.
Infantry Veteran	2011	18	W	W	1	Creature - Human Soldier	1	1	C	{T}: Target attacking creature gets +1/+1 until end of turn.
Inspired Charge	2011	19	W	2WW	4	Instant			C	Creatures you control get +2/+1 until end of turn.
Knight Exemplar	2011	20	W	1WW	3	Creature - Human Knight	2	2	R	First strike (This creature deals combat damage before creatures without first strike.) Other Knight creatures you control get +1/+1 and are indestructible. (Lethal damage and effects that say "destroy" don't destroy them.)
Leyline of Sanctity	2011	21	W	2WW	4	Enchantment			R	If Leyline of Sanctity is in your opening hand, you may begin the game with it on the battlefield. You can't be the target of spells or abilities your opponents control.
Mighty Leap	2011	22	W	1W	2	Instant			C	Target creature gets +2/+2 and gains flying until end of turn.
Pacifism	2011	23	W	1W	2	Enchantment - Aura			C	Enchant creature Enchanted creature can't attack or block.
Palace Guard	2011	24	W	2W	3	Creature - Human Soldier	1	4	C	Palace Guard can block any number of creatures.
Roc Egg	2011	25	W	2W	3	Creature - Bird	0	3	U	Defender (This creature can't attack.) When Roc Egg is put into a graveyard from the battlefield, put a 3/3 white Bird creature token with flying onto the battlefield.
Safe Passage	2011	26	W	2W	3	Instant			C	Prevent all damage that would be dealt to you and creatures you control this turn.
Serra Angel	2011	27	W	3WW	5	Creature - Angel	4	4	U	Flying Vigilance (Attacking doesn't cause this creature to tap.)
Serra Ascendant	2011	28	W	W	1	Creature - Human Monk	1	1	R	Lifelink (Damage dealt by this creature also causes you to gain that much life.) As long as you have 30 or more life, Serra Ascendant gets +5/+5 and has flying.
Siege Mastodon	2011	29	W	4W	5	Creature - Elephant	3	5	C	
Silence	2011	30	W	W	1	Instant			R	Your opponents can't cast spells this turn. (Spells cast before this resolves are unaffected.)
Silvercoat Lion	2011	31	W	1W	2	Creature - Cat	2	2	C	
Solemn Offering	2011	32	W	2W	3	Sorcery			C	Destroy target artifact or enchantment. You gain 4 life.
Squadron Hawk	2011	33	W	1W	2	Creature - Bird	1	1	C	Flying When Squadron Hawk enters the battlefield, you may search your library for up to three cards named Squadron Hawk, reveal them, put them into your hand, then shuffle your library.
Stormfront Pegasus	2011	34	W	1W	2	Creature - Pegasus	2	1	C	Flying
Sun Titan	2011	35	W	4WW	6	Creature - Giant	6	6	M	Vigilance Whenever Sun Titan enters the battlefield or attacks, you may return target permanent card with converted mana cost 3 or less from your graveyard to the battlefield.
Tireless Missionaries	2011	36	W	4W	5	Creature - Human Cleric	2	3	C	When Tireless Missionaries enters the battlefield, you gain 3 life.
Vengeful Archon	2011	37	W	4WWW	7	Creature - Archon	7	7	R	Flying {X}: Prevent the next X damage that would be dealt to you this turn. If damage is prevented this way, Vengeful Archon deals that much damage to target player.
War Priest of Thune	2011	38	W	1W	2	Creature - Human Cleric	2	2	U	When War Priest of Thune enters the battlefield, you may destroy target enchantment.
White Knight	2011	39	W	WW	2	Creature - Human Knight	2	2	U	First strike (This creature deals combat damage before creatures without first strike.) Protection from black (This creature can't be blocked, targeted, dealt damage, or enchanted by anything black.)
Wild Griffin	2011	40	W	2W	3	Creature - Griffin	2	2	C	Flying
Aether Adept	2011	41	U	1UU	3	Creature - Human Wizard	2	2	C	When Aether Adept enters the battlefield, return target creature to its owner's hand.
Air Servant	2011	42	U	4U	5	Creature - Elemental	4	3	U	Flying {2}{U}: Tap target creature with flying.
Alluring Siren	2011	43	U	1U	2	Creature - Siren	1	1	U	{T}: Target creature an opponent controls attacks you this turn if able.
Armored Cancrix	2011	44	U	4U	5	Creature - Crab	2	5	C	
Augury Owl	2011	45	U	1U	2	Creature - Bird	1	1	C	Flying When Augury Owl enters the battlefield, scry 3. (To scry 3, look at the top three cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)
Azure Drake	2011	46	U	3U	4	Creature - Drake	2	4	C	Flying
Call to Mind	2011	47	U	2U	3	Sorcery			U	Return target instant or sorcery card from your graveyard to your hand.
Cancel	2011	48	U	1UU	3	Instant			C	Counter target spell.
Clone	2011	49	U	3U	4	Creature - Shapeshifter	0	0	R	You may have Clone enter the battlefield as a copy of any creature on the battlefield.
Cloud Elemental	2011	50	U	2U	3	Creature - Elemental	2	3	C	Flying Cloud Elemental can block only creatures with flying.
Conundrum Sphinx	2011	51	U	2UU	4	Creature - Sphinx	4	4	R	Flying Whenever Conundrum Sphinx attacks, each player names a card. Then each player reveals the top card of his or her library. If the card a player revealed is the card he or she named, that player puts it into his or her hand. If it's not, that player puts it on the bottom of his or her library.
Diminish	2011	52	U	U	1	Instant			C	Target creature becomes 1/1 until end of turn.
Flashfreeze	2011	53	U	1U	2	Instant			U	Counter target red or green spell.
Foresee	2011	54	U	3U	4	Sorcery			C	Scry 4, then draw two cards. (To scry 4, look at the top four cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)
Frost Titan	2011	55	U	4UU	6	Creature - Giant	6	6	M	Whenever Frost Titan becomes the target of a spell or ability an opponent controls, counter that spell or ability unless its controller pays {2}. Whenever Frost Titan enters the battlefield or attacks, tap target permanent. It doesn't untap during its controller's next untap step.
Harbor Serpent	2011	56	U	4UU	6	Creature - Serpent	5	5	C	Islandwalk (This creature is unblockable as long as defending player controls an Island.) Harbor Serpent can't attack unless there are five or more Islands on the battlefield.
Ice Cage	2011	57	U	1U	2	Enchantment - Aura			C	Enchant creature Enchanted creature can't attack or block, and its activated abilities can't be activated. When enchanted creature becomes the target of a spell or ability, destroy Ice Cage.
Jace Beleren	2011	58	U	1UU	3	Planeswalker - Jace	3		M	+2: Each player draws a card. -1: Target player draws a card. -10: Target player puts the top twenty cards of his or her library into his or her graveyard.
Jace's Erasure	2011	59	U	1U	2	Enchantment			C	Whenever you draw a card, you may have target player put the top card of his or her library into his or her graveyard.
Jace's Ingenuity	2011	60	U	3UU	5	Instant			U	Draw three cards.
Leyline of Anticipation	2011	61	U	2UU	4	Enchantment			R	If Leyline of Anticipation is in your opening hand, you may begin the game with it on the battlefield. You may cast nonland cards as though they had flash. (You may cast them any time you could cast an instant.)
Mana Leak	2011	62	U	1U	2	Instant			C	Counter target spell unless its controller pays {3}.
Maritime Guard	2011	63	U	1U	2	Creature - Merfolk Soldier	1	3	C	
Mass Polymorph	2011	64	U	5U	6	Sorcery			R	Exile all creatures you control, then reveal cards from the top of your library until you reveal that many creature cards. Put all creature cards revealed this way onto the battlefield, then shuffle the rest of the revealed cards into your library.
Merfolk Sovereign	2011	65	U	1UU	3	Creature - Merfolk	2	2	R	Other Merfolk creatures you control get +1/+1. {T}: Target Merfolk creature is unblockable this turn.
Merfolk Spy	2011	66	U	U	1	Creature - Merfolk Rogue	1	1	C	Islandwalk (This creature is unblockable as long as defending player controls an Island.) Whenever Merfolk Spy deals combat damage to a player, that player reveals a card at random from his or her hand.
Mind Control	2011	67	U	3UU	5	Enchantment - Aura			U	Enchant creature You control enchanted creature.
Negate	2011	68	U	1U	2	Instant			C	Counter target noncreature spell.
Phantom Beast	2011	69	U	3U	4	Creature - Illusion Beast	4	5	C	When Phantom Beast becomes the target of a spell or ability, sacrifice it.
Preordain	2011	70	U	U	1	Sorcery			C	Scry 2, then draw a card. (To scry 2, look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)
Redirect	2011	71	U	UU	2	Instant			R	You may choose new targets for target spell.
Scroll Thief	2011	72	U	2U	3	Creature - Merfolk Rogue	1	3	C	Whenever Scroll Thief deals combat damage to a player, draw a card.
Sleep	2011	73	U	2UU	4	Sorcery			U	Tap all creatures target player controls. Those creatures don't untap during that player's next untap step.
Stormtide Leviathan	2011	74	U	5UUU	8	Creature - Leviathan	8	8	R	Islandwalk (This creature is unblockable as long as defending player controls an Island.) All lands are Islands in addition to their other types. Creatures without flying or islandwalk can't attack.
Time Reversal	2011	75	U	3UU	5	Sorcery			M	Each player shuffles his or her hand and graveyard into his or her library, then draws seven cards. Exile Time Reversal.
Tome Scour	2011	76	U	U	1	Sorcery			C	Target player puts the top five cards of his or her library into his or her graveyard.
Traumatize	2011	77	U	3UU	5	Sorcery			R	Target player puts the top half of his or her library, rounded down, into his or her graveyard.
Unsummon	2011	78	U	U	1	Instant			C	Return target creature to its owner's hand.
Wall of Frost	2011	79	U	1UU	3	Creature - Wall	0	7	U	Defender (This creature can't attack.) Whenever Wall of Frost blocks a creature, that creature doesn't untap during its controller's next untap step.
Water Servant	2011	80	U	2UU	4	Creature - Elemental	3	4	U	{U}: Water Servant gets +1/-1 until end of turn. {U}: Water Servant gets -1/+1 until end of turn.
Assassinate	2011	81	B	2B	3	Sorcery			C	Destroy target tapped creature.
Barony Vampire	2011	82	B	2B	3	Creature - Vampire	3	2	C	
Black Knight	2011	83	B	BB	2	Creature - Human Knight	2	2	U	First strike (This creature deals combat damage before creatures without first strike.) Protection from white (This creature can't be blocked, targeted, dealt damage, or enchanted by anything white.)
Blood Tithe	2011	84	B	3B	4	Sorcery			C	Each opponent loses 3 life. You gain life equal to the life lost this way.
Bloodthrone Vampire	2011	85	B	1B	2	Creature - Vampire	1	1	C	Sacrifice a creature: Bloodthrone Vampire gets +2/+2 until end of turn.
Bog Raiders	2011	86	B	2B	3	Creature - Zombie	2	2	C	Swampwalk (This creature is unblockable as long as defending player controls a Swamp.)
Captivating Vampire	2011	87	B	1BB	3	Creature - Vampire	2	2	R	Other Vampire creatures you control get +1/+1. Tap five untapped Vampires you control: Gain control of target creature. It becomes a Vampire in addition to its other types.
Child of Night	2011	88	B	1B	2	Creature - Vampire	2	1	C	Lifelink (Damage dealt by this creature also causes you to gain that much life.)
Corrupt	2011	89	B	5B	6	Sorcery			U	Corrupt deals damage equal to the number of Swamps you control to target creature or player. You gain life equal to the damage dealt this way.
Dark Tutelage	2011	90	B	2B	3	Enchantment			R	At the beginning of your upkeep, reveal the top card of your library and put that card into your hand. You lose life equal to its converted mana cost.
Deathmark	2011	91	B	B	1	Sorcery			U	Destroy target green or white creature.
Demon of Death's Gate	2011	92	B	6BBB	9	Creature - Demon	9	9	M	You may pay 6 life and sacrifice three black creatures rather than pay Demon of Death's Gate's mana cost. Flying, trample
Diabolic Tutor	2011	93	B	2BB	4	Sorcery			U	Search your library for a card and put that card into your hand. Then shuffle your library.
Disentomb	2011	94	B	B	1	Sorcery			C	Return target creature card from your graveyard to your hand.
Doom Blade	2011	95	B	1B	2	Instant			C	Destroy target nonblack creature.
Duress	2011	96	B	B	1	Sorcery			C	Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.
Grave Titan	2011	97	B	4BB	6	Creature - Giant	6	6	M	Deathtouch Whenever Grave Titan enters the battlefield or attacks, put two 2/2 black Zombie creature tokens onto the battlefield.
Gravedigger	2011	98	B	3B	4	Creature - Zombie	2	2	C	When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.
Haunting Echoes	2011	99	B	3BB	5	Sorcery			R	Exile all cards from target player's graveyard other than basic land cards. For each card exiled this way, search that player's library for all cards with the same name as that card and exile them. Then that player shuffles his or her library.
Howling Banshee	2011	100	B	2BB	4	Creature - Spirit	3	3	U	Flying When Howling Banshee enters the battlefield, each player loses 3 life.
Leyline of the Void	2011	101	B	2BB	4	Enchantment			R	If Leyline of the Void is in your opening hand, you may begin the game with it on the battlefield. If a card would be put into an opponent's graveyard from anywhere, exile it instead.
Liliana Vess	2011	102	B	3BB	5	Planeswalker - Liliana	5		M	+1: Target player discards a card. -2: Search your library for a card, then shuffle your library and put that card on top of it. -8: Put all creature cards in all graveyards onto the battlefield under your control.
Liliana's Caress	2011	103	B	1B	2	Enchantment			U	Whenever an opponent discards a card, that player loses 2 life.
Liliana's Specter	2011	104	B	1BB	3	Creature - Specter	2	1	C	Flying When Liliana's Specter enters the battlefield, each opponent discards a card.
Mind Rot	2011	105	B	2B	3	Sorcery			C	Target player discards two cards.
Nantuko Shade	2011	106	B	BB	2	Creature - Insect Shade	2	1	R	{B}: Nantuko Shade gets +1/+1 until end of turn.
Necrotic Plague	2011	107	B	2BB	4	Enchantment - Aura			R	Enchant creature Enchanted creature has "At the beginning of your upkeep, sacrifice this creature." When enchanted creature is put into a graveyard, its controller chooses target creature one of his or her opponents controls. Return Necrotic Plague from its owner's graveyard to the battlefield attached to that creature.
Nether Horror	2011	108	B	3B	4	Creature - Horror	4	2	C	
Nightwing Shade	2011	109	B	4B	5	Creature - Shade	2	2	C	Flying {1}{B}: Nightwing Shade gets +1/+1 until end of turn.
Phylactery Lich	2011	110	B	BBB	3	Creature - Zombie	5	5	R	As Phylactery Lich enters the battlefield, put a phylactery counter on an artifact you control. Phylactery Lich is indestructible. When you control no permanents with phylactery counters on them, sacrifice Phylactery Lich.
Quag Sickness	2011	111	B	2B	3	Enchantment - Aura			C	Enchant creature Enchanted creature gets -1/-1 for each Swamp you control.
